id	review	score
204	To jest szturm! (opinia) Bardziej poważani twórcy mogliby się od Chazelle’a uczyć, jak z prostego scenariusza wycisnąć tak wiele emocji, jak zarażać swoją pasją widza i jak po prostu cieszyć się kinem. A jest jeszcze finał! Zakończenie, które wnosi tę historię na zupełnie inny poziom. Ostatni raz „5 minut” filmu rozłożyło mnie w ten sposób na łopatki podczas początkowej sekwencji Odlotu. To, co wyprawia Chazelle, to ...	8
205	Dla każdego cóś miłego. Nie jest to wielkie dzieło ale fajnie się patrzy i słucha. Były już lepsze mjuzikale ale z braku laku....	7
206	Zastanawia mnie wysoka ocena tego filmu. Wynudził mnie on strasznie. Wzruszyła mnie jedynie końcówka. Daleko mu do Mamma Mia	5
207	Musical to duże wyzwanie. Uwaga Spoiler! Ten temat może zawierać treści zdradzające fabułę.	7
208	Nowe kino Boski! Siedziałam jak zaczarowana w kinie. Muzyka i widoki cudne. Ryan i Emma stworzyli wiarygodny oraz ciepły duet. Fanką musicali nie jestem ale mam wrażenie, że La La Land stworzyło własną definicję tego gatunku. Cały film jest przyjemny, inspirujący. Podnosi na duchu,wypełnia szczęściem. Polecam i zachęcam, wreszcie coś nowego i lekkiego na ekranach. Całe dwie godziny relaksu :)	10
209	Bardzo dobry,subtelny,delikatny wciągający! Do tego filmu polecam słodkie wino i naleśniki suzzete bo taka kolacje podałem żonie do tego filmu pierwszy raz je jadłem sam zrobiłem pyyyyha!Film tez pycha Emma Stone murowany Oskar oczarowała mnie!Oczywiście film nie zdobędzie tylu Oskarów co wszyscy mu wróżą bo tak jest zawsze po złotych globach jest figa z makiem !	8
210	9/10 ! Jak nie cierpię musicali to ten mnie przekonał w całości... rewelacyjny film... kapitalny muzycznie, tanecznie, wizualnie... jak tu wszystko pięknie wygląda... jak genialnie napisana historia... Po prostu majstersztyk ! 9/10 !	9
211	Spodziewałem się czegoś innego Uwaga Spoiler! Ten temat może zawierać treści zdradzające fabułę.	5
212	Kocham ten film!!! Dawno czegoś podobnego nie doświadczyłem. Śmiałem się i płakałem, płakałem i śmiałem się przez łzy. Łzy szczęścia! Magia kina w najczystszej postaci!!!! Emma i Ryan absolutnie wspaniali i czarujący. Jednej rzeczy nie rozumiem. Jestem świeżo po seansie w Poznaniu i na sali było może z 10 osób. Przykre...	10
213	To NIE JEST dobry musical... Tyle miesięcy czekania.....na co? W swoim życiu obejrzałam kilkadziesiąt musicali, gatunek ten znam od podszewki. Naprawdę mnie nie zachwyca/nie olśniewa. Dziwię się tak pozytywnym ocenom na portalu i generalnie w świecie (7 Złotych Globów? Proszę.....). Przyjemny? Owszem, ale nic po za tym. Ogromne rozczarowanie....	6
214	musical, romans? Po prostu dramat ;). Film na poziomie przedstawienia w szkole średniej. Pani Emma Stone tak niezgrabna w musicalu niczym wielki Dustin Hoffman na przesłuchaniu do Absolwenta.	2
215	Jedno wielkie WTF Nie wiem jakim cudem ten film dostał 7 Globów, 7 Malin to rozumiem. A skad taka ocena? a no stad że film jest NUDNY jak diabli, scenariusz pisany na kolanie i schematyczny aż do bólu..pamietacie Russela Crowea śpiewającego w Nędznikach? wiec odpowiadam tak Gosling śpiewa rownie kijowo, bo o tańczeniu wole nie wspominać, niech on juz zostanie przy rolach małomównych obijmordów bo mu to najlepiej ...	2
216	Zakończenie.. Uwaga Spoiler! Ten temat może zawierać treści zdradzające fabułę.	10
217	Jest mnóstwo lepszych musicali, chociaż ten nie był zły Dałam siódemkę, chociaż będąc w połowie filmu myślałam raczej o 6. Fakt. Piosenki i tańce aż tak nie porywają jak w Deszczowej Piosence, czy innych tego typu musicalach, a śpiew tutaj zwyczajnie słaby. Fabuła troszeczkę mogłaby być bardziej urozmaicona. Podniosłam jednak ocenę ze względu na udaną nocną scenę tap dancingu głównych bohaterów na tle pięknego widoku. ...	7
218	Tak jak w Pamiętniku Uwaga Spoiler! Ten temat może zawierać treści zdradzające fabułę.	4
219	Dobry ! Nie przepadam za filmami muzycznymi (Musical) ale ten jest ujmujący ,sympatyczny ... Ogląda się go po prostu przyjemnie !Obsada nie zawodzi i muzyka która dodaje kolorytu do całości ... No cóż mogę go polecać z przyjemnością ;)	7
220	A mogło być tak pięknie... lecz niestety pozostały tylko domysły. W końcówce filmu, główna bohaterka Mia, po 5 latach od rozstania ze swoją pierwszą miłością, wizualizuje sobie i przez chwilę uprawia gdybologię w głowie jakby to mogło być, gdyby do rozstania nie doszło. Wszystko to dzieje się podczas koncertu byłego ukochanego na który Mia przyszła ze swoim mężem. Nie bez kozery mówi się stara miłość nie rdzewieje, ...	5
221	Męskim okiem Czy facet może iść na tern film i się nie wynudzić ? czy po 15 min. będzie obmyślał plan ucieczki z kina ? Film jest słodki bardzo słodki , bajeczny , romantyczny , to wszystko przemawia za ucieczką z kina albo męczarnią przez 2 godz. w ramach poświęcenia dla dobra związku. Uspokoje was nie jest źle , jest nawet nienajgorzej . Film zrealizowany współcześnie ale jakby żywcem wyjęty ze słodkich reklam ...	7
222	Krotka pilka - bez spoilerow, subiektywnie Jeśli widz jest bezkrytycznym fanem musicali, szczególnie tych z lat 50. czy 60., to prawdopodobnie uzna film Chazelle`a za bardzo dobry, a kto wie, może wrecz rewelacyjny. Niekwestionowanymi zaletami filmu sa zdjęcia i niezla gra glownych aktorow. La la land nawet nie dluzy się chociaż trwa ponad 2 godziny. Calosc przypomina piekna muzyczna pocztowke, która doskonale ...	6
223	Czy to była wielka miłość? Uwaga Spoiler! Ten temat może zawierać treści zdradzające fabułę.	8
224	Film bardzo dobry, ale... Zacznę od złych rzeczy - Jak dla mnie, pierwsza część filmu gorsza niż druga - trochę mi się dłużyła, można by poskracać niektóre sceny, bez żadnej straty dla filmu. Ogólnie im dalej w film tym lepiej, a zakończenie to już mistrzostwo - bardzo mi się podobała ostatnia scena, która pokazuje jak wiele wspomnień i marzeń może przywołać muzyka.. Ogólnie 8/10.	8
225	Zakończenie Uwaga Spoiler! Ten temat może zawierać treści zdradzające fabułę.	10
226	Widziałam, to ocenię... Jak czytam, że to murowany kandydat do Oscara, to już wiem, że tegoroczna gala mnie nie intetesuje. I kino amerykańskie, tak w ogóle, też już nie bardzo.	5
227	???? To jes do dxpy i koniec. Film bezsensu	1
